NU_INSCRICAO,NU_NOTA_MT
fe23ba819708fa369addcf9e6dcc7657cab3a96a,474.67
ff9b660a4b5cec9244456ee346b17eaa0e891c5c,657.9
b0e8139fa43e8c764878dcd69f3548d74353d838,444.8
9284a89fdbdd88fe9877dad42e9984e7e2484e20,456.68
f4c4cee74ce9ede036564ef9b80aba39c768e126,410.74
b8fb9eb73a9f599896d49678bdab39e07479b2ba,420.74
bee771ff249f080561ad1b67c3a0050a3ab89b32,463.77
809ec35d37a181001a42e6340709505e78a2c577,432.71
67da0b704f0c6cc6037509ab516aaaf58fd950b0,444.79
53a43fbdde0c7189e80b0eb49689cc0c076a78a4,427.78
60290f6053f0e9a625bc9d2f699ca507e8985292,419.98
1ac7d9f17dad3ee282009fcb7fd7d2f01e2d37e7,478.69
4dff8608a5941c894c2f71aae910da722b5b2b2d,421.73
67833093fd0fde740199378acf55c33de750736f,432.18
23c6b7ea47102c0ba28ac805a03304d515494ecd,503.99
1cd22b8d1afa3cb766a863c1bd25c5f2e724fd17,422.2
68b155dada9a40aafaaa7714e063a432dd8275d6,411.09
4b324a03dd0297c66f2f390ab58e6c3c3b6fae16,621.86
04df4468d9913083f7984969a8b2892f210b4193,416.11
cc2a0d12abf9b0917d668bec85e91fafddac7c45,555.47
e9b1849607e9d8ab47b7fc39be369805313dda59,413.25
95a22a438d6ae5aae37830d6a7fc74e75fc981af,438.82
27584421ac81833fb4ccf564a6fcdd4ac2b698be,550.06
e720fd525ae844a709b93fdb28f7914c48d8160d,497.06
24fa503c4c1225e71a37fe92b354c626e099cbb6,664.35
6af857c10637e8e60ee8723080d306cf45181a2f,603.2
32901dff0d1bb61b99d0a34d55ef3c5c6b7bc30e,442.86
ddb9f7681e4b80dfff9ee296444d1294f55dd13c,451.33
3a9507cc35b592af5172dd8ebb28cc89827e3f68,420.31
551f1885fa0f60bb05f612a39cafe53130ac961e,418.08
cc3750ac71c85cc688659b3eb20dc112738eb623,701.75
04239f2bf72cdc7e72a1c7a90711df6fc5f26da5,426.42
9c87e30e40e82eba487a7fb0b594eb881db74389,408.06
eb13a10d11465081642b5ae93ad1867dcd2d3b1e,418.33
16f6526457cc7d849c2a9829efa0e021c78353f0,509.76
74b0cbfbe74747c9780b564db3e624d3c19878a2,432.75
fc67a6d22a9d1beadaf42cd714789d5749800b19,415.12
d0c7acbad13d292e637f23633da232e29186e20c,434.52
b921a4ac834cc1109c06e7c1de9439c0daf16e06,526.12
e31ee5529458da77ca3239ca06f64465e737e454,435.42
5c3b77931dd97f17e14c3bbf205173d36f09c6f0,433.53
07b1e3e8c1f33a4b6095ba6b1d17a147082a388f,532.78
05a25962f9f30d8544842ec3d79244e99d11017b,670.31
458f801c533d802e3655e9bbced52ee22826f197,452.08
03e6a7ed0af5b24ea57bb1bb6f37b17047637356,439.85
293ffd1359a352518d31928214161b644128851e,546.87
95068b8d72613d8b51b22243060dd50a498e4dbf,463.06
ab27d902b2db2bcaf5392dbc510e7e2e361d0e0d,417.82
bf222e2161bef0e4bbbdd1e6afd8850d926aeea4,451.35
758e005c28f680380e79d7935f29ce42c3b49dfe,511.09
e3fa80e14d38fffa4d278d65edd2c32b24019a9d,458.89
52a23c1eb5ea201859a91a6cb70114032878f7da,414.48
b9f5a1dead337185a7e8d1ed7b23e66bb1ef527a,580.57
ec12ea01cda3dcf0c6271ea7140c656f4774264b,443.21
14c81f8ccbbef0ae638bcdbea9f0f81cb92d3588,508.18
131010225a14ea18fa1748a59efd6413fc0eb338,441.0
a2b095e8fed2a3edb2a751b5e1e71336757e278d,426.57
766e70bac5c7e88381749ba3f140e03132b0858e,417.39
92f75ecf86b6e027c977162cc4297db8d280b2be,462.16
a3af6be26868494212d438ddc80ba11e55d7261c,510.7
defb13732108dd8d257e70b84e439d9020576209,472.65
8120c2970d5087725caa5d3d87fcfb24155d181b,410.97
b12028d5f6ded3e6efdc8a3ab0a397ea5b6973ce,543.13
95ced045710caddbab17dd0552eed9f15d76b4b8,533.45
17cafdecd37633480065ba97838ed940156e0a07,460.19
5f553236d725160fdbff443604199b293f1f44ce,454.82
869b7dfefe247dfa859db744c33c2678411dd945,483.13
c910640a6e6c25b259dfcc4990f2899245e988ca,421.11
c9210ff822feac437edffb18dda200a8f3ea1a59,460.51
e18348afecf00cc3d88f3ba48351ce1843f220a0,454.66
5954217e13179b6043acc782e102668a2612a8e4,433.38
503bbd27536b36d78fcc9d01270dc1561b6b3c5e,439.34
1988c28e027eaf2dadcb8d877e3b4aeae6f59a71,427.7
1cc3c1c17bb9140df54ea70bc5af1fd7c6d8ab36,468.16
a7275f430267de859f35ff4b68e4a276e5be7279,441.88
b6a3a8134c6800d7c966237626e820f8e4a0ceb8,439.69
f9c8ad4b150124d24c41211c5292ccc2c16e68e7,490.8
812dad3abf68e537e7a5f58627c83daea4375233,449.86
8b9fea02641babf2396079c6edfed9abb45117bf,452.15
d8788a6c3e384b392b77f519451fed79c34453a2,692.43
1e6d53083bfb60a532c211edc06a3b3122eaa340,429.18
1db27ec90efad017f1e8e8998389d75f98149663,448.51
ee22b8c134e9178600d57236685e0822b2034601,578.04
b03c5ebab160571176fd665bad3b559d23d28f4d,601.43
018c21da2ea1df6cc5d00ce480c48672c234ddb5,534.62
5a71e57629eb2d9b1281fa0acf78fc410f82233a,414.46
63add5acaf261ef36ff419c5cf3301d8b1a91b06,426.76
5b7f5fb34de0f846635830319871e2bdd06857b1,446.45
e074b29573906c0b39248900a4d73df3a44cb72f,446.37
5a8b5ad4914609f0da01a68168f2dcaeb52a1d62,480.58
6581d33040854c49896098641bd48cca28d0bfb1,417.95
aa828fd73ad4d26bb04e4ec3ec3a705c67f546f3,541.09
e5129f4e0fead85906b2b0ef48b253420c85060e,420.86
64a758225c8fee36cfc6a33f8ce52435bee3f22b,516.83
7866c1a752ede108330f59479ba22bbe27e24959,451.99
e2d2423c2aa3c3191363bccba383a85740b6003a,464.38
e26a4055e714830a051bbd4118cb4e10cfe613f9,441.53
a2a35215a2bacc65b551efa3a17f34c5566ba27b,425.56
9e53b4840e7a00693adbb1eb46654e76c8309a61,471.34
4665254e0bacb0ecb8a006903b69fa80b51490d5,480.4
166fb0fa70c428f172f3fcb85eddff4b3ca33545,500.96
16ba4511e82380eebd8917142d36a7f2ca28afd9,418.68
3e934aed492c97df7bdd037b918beb8dcd3e0cb3,418.09
3783d0f562e9914300b98214cbf59c47df628116,421.87
6259df3d2eb137841e632a56f2f7cca3e3ff4172,440.23
89b4c8805837e713f9a730c673c222d2fe78bd69,404.73
95c02dd69769edcba23a333a45ad4d70e6c0cfbd,599.7
4a242ade5a0d370fdb4f53bfc60b00d5f5f1df5e,415.54
c90b14063cc4b109019cacd40eba1359439a23a8,423.21
49412082f17170a1b1a7a0f4811fc3f84cab68d7,421.35
9f8d3b5c8003823b00814d8650478f4a4123310e,515.0
973f904d79c6d3556de58dd6a26972c4d1f519ac,445.17
f16b98a557d8b1b061c74d2f7fdc51e9a42adc00,483.46
236ccca2305d258085cfccd31359d025e8c2ef03,444.89
35c68cb7b68131dd4395dbaaceafc098adb26efe,503.83
72c35c5e9265e22fc9cfacdd50a47adc2fdaa20c,421.9
39f3b003b013995457d88d0f976e589375ea381c,560.79
be2efc5d7aac68e406e259efd6a1383b0535d030,503.68
05654f1872402567f29cb0dbd2b6a67ca962ba20,420.52
01ef84ddbd815b848e2791e31d1e1fb530af0800,441.17
0347f75702f7a58defa7830fd2160be814ee63d7,456.54
e9f4a7e0f743c19594d064f493acc7da5705cb97,531.18
cbc361742d9f5471b72c408c86a163a3a0babdde,424.36
4028ff6efc6f00b3024a6e07394d97b5d05f52d4,415.84
b935e46f14ef9cabe4855d768f80a882afc5bbf3,521.28
dd89be9611dd1e70f883c325c3de4bfd4beddd54,610.18
7a6f4434324d90047db1434d2218b125200749d1,571.28
1fb16f5693c7c8d701c7d6a8b2d2bd497fb576ba,533.76
5943b6debfe5b94ae0e6819377ce039b35aa8f5b,678.02
53758d4e489f33ad1709258781c0db4fab9b5803,460.0
4d1782421e1635415765058a400cbf70e2efc504,460.76
8d827fe667c86686d1ad9f7ab6c62b30d3d916e1,433.7
09985e3d85e82b3a084a6854d96f6eaaab8d8273,448.23
52e6e0e10f90361c2ff44016e514330a60be586e,420.43
4b9588a9197d26bb43f6bd71dd1a34b598a2c94d,468.26
4496d0d42a729a789643e669e0f73b068777f1d7,428.61
0e62088a0bd61cefe0756a63c5af7132651e9eea,420.94
cd24a0c4131412a63327491a7f9a33d4d9c4bbb1,442.49
d6d378efae0f7fc2dcbf94d111a57f9a1706c52f,423.62
c16dc22c158d28ef77c69463309bd08d7c5b6736,425.63
62f07fb05c1335d56823a296968f0052ef393852,517.63
c921879f4f48c0cc5ba092b03e62973976c85a17,439.65
f9503cf91610c5dee9a59c9e20c3b147db7b8f31,556.11
fee103a972b59d0ccba0feb8675a40a245112360,414.73
49aafbfd3dc45435f5e1755a2e0723967d683a6c,614.18
a12474a6e8f7fa3b7f6a57749d57abf3b0334c01,573.72
65b711ff6055c05fb83d01e46da49803d9dab58f,454.61
a6edeceb9d45fdd9f131984206250b116b0b94db,621.63
a3f03a18f80a199f5f7c28e963c139b55d1fdfc9,450.35
0f73a216f0e2a2af8814d6faa530648df17cfe37,491.03
eca7b9fb647b11d556338ead147b829adeaee4b5,414.97
9d86872c99e4afc37f1c6b01357a3128f947cd87,484.0
34e428fff9d5931c622b15ee18951f781dbc571b,432.45
6b10ac235069fa3fa257149b095e113710721781,436.71
6dd3df00297de5fc127deb03d1cb76ab9385d496,427.81
f578deabf3afe98992b136729474b1ed461bd6a3,570.01
e59a4f0a6af71a8e014026aa7c8dd9a473171aa7,747.98
e1526ef25f838eeb588fa4f3df0cc514376901e0,464.7
f2b7d6d8635b65fb4730a3860998148f83cbf92a,442.59
05fb2b3c3cb1085375bf04a0c773f1de17a9a939,491.26
9943ea95b914e7b37549437fb292ce9608f10d41,471.94
7d93473c5e877b59586deaaf559da053dbc9a7bc,446.33
e65ba317385a51e76379f53a718b43678d468a17,467.58
cb8a7c0c876d287354b99b4480e0c5fe360583b7,442.88
259303751b8f314105e5889e30e02c3c1a887c5a,514.32
62121076b2a2fc75f121ebb3d01af8a0f7b791be,433.89
c80f7b579f91b8d02382fe242062f2d75f271bb0,442.9
901027c8d499d895e0022de833e1a05800e0dff9,427.77
e63c018e3539baa1a5480a84bc7d83d5dd428c18,407.79
07c8954960c4774f911f34fc6ed6ecc80c418b3a,609.98
addaffc4a499dbafbd55194706f75a50c1359f20,429.57
d8d0b37b552dbfb590ffe86600f0b8ea379039ba,426.87
6aba74ebcbbdb7b9f2a4483adeb769de06403004,451.6
d3380c010e39f08a398b07639fe9f091f9d6ebad,441.74
3245e67245c8ca0c162e45db30153c4a3870b113,484.74
37b44770511dcfd53cb5b84729e675c0052bec0e,487.67
ffc2ce905f7ad8cbc5dff0427059c5d6aceaaee9,419.92
a25f9c0b7ddaa3b3a4de122dac978fc6744f62dc,421.63
215e9bbaeb0836ca4aa28d9d05f9bdbb2ce7943a,443.44
b64011aecd45ea9d1b33de793e4cda3fce49bd3f,410.78
27efa149460fd0952df3acd2b9b552baf5fc5dda,446.28
3f55d05a38abe559f4e9421ffe4af64cb0a31b3c,592.76
c5501d10debc09cd5ddbf04f39e1cb01334a14b1,422.95
3dfa7872aa3b128de6e8c5ff5d59b094bcf11834,440.33
0654c8263516d72be6891a0ecca904f41c4d10b1,504.56
69a4a6042373b49e3abeb16903d90be32f41ed26,432.18
35e66128c079d902484cba327f1d99d9a50f8e70,416.08
24507171dec4cee2f64c8819f2f0c33882138078,560.25
425b9425691ab3a12a19eb8553e6a66340827e6f,720.5
331cfb9e53861cd1304a66385b1f91bd844f9ae7,432.3
35736d0db390f11f2655ecbdf2f4e0f95913c013,455.38
b4e3a0b877e12f70ec2fd814a664e3830107615c,452.93
cf61d7396561b36044ea119b74c7ea1cc1083895,414.02
5a8c458e9e19e15a59f06d7a86abae6207652e1b,440.0
aebb3b8c5a61f8e69b773f0a8b3ee65531e24f1f,465.92
ab91fb38c1472e50f726f6564b128125105c423c,427.85
fe6f686f595cce82b0e423d735d93376e1078970,447.18
355146e8b44a5170d6be887d4a885381389a88c2,461.08
b307abb62bc1660ab857080595abca38e67569a5,441.16
00b5f0e8ee64e0b62488691eef2331727aa5a2ce,421.37
daca5f01d4227d57dc02b533dac9aadee17d874a,416.85
418d7059d5266d440e6e6d952d1091955e8e096a,764.18
df9964be2c367b2bf7b25d49f5bf047f5a51e4d8,593.03
7cfc0106adedbc2997d97ba062c2d73a315735e9,668.15
0968f25447365f5338e2183ff45e60ac1cbc662b,456.86
40a8e7f491eef8f056f80ff22b4ec822ab44b257,466.74
6e62c79c0eacb68d25bfe268e57a5c1a0f5f6402,426.37
de1775c30a3c0cb59489f59f4b79c11c5eff9e09,436.01
3b4b91a764a8cdb63b28c49be5596cce6c591ba8,432.41
3f7db50e487aac041dc7a93dadc63c2b64f35f35,420.9
f6ac8e11a2f46730b6239c8fdac72c089b098a0c,433.49
564ef83dedb5fc55f4d18dadc833a59be5b66b93,418.12
6eb99d9fcf3725c82dd85000687fea5c87ba5603,517.55
40b19d0d687b11c151e2e52a1c45cdc228367248,443.16
306994c5a4709fc9524805e27a94b0af37b710d6,440.95
05f29cbe52e4638f8522b4cf7156451be52f820f,512.89
fd07d9a0ce6516e599c6aa77812d11b2e9a74d88,501.88
70a2ee9298bd2f3c3285b6cc90acdec0a552af62,488.39
8a2887db89c942c5db855014d17f83d72a42d1da,431.77
50fefecf2b22217f20e38de53a9d373f2e6fb479,443.38
806c930bc010bd0594fb1988bad5371989cbf48c,421.07
cad6cd0d6f3da18f67700ed1cc192a204e47a9b3,443.02
9341d194ee48dc4c7824ebfb75f75b3d46ec23ae,459.37
68714d974b0744f451c5ebc8fd4d8098f6eec52f,417.65
014ea6d95ae315c024af366feda8ad406bf24711,499.73
2ace1dee1b009246306a32a49ef67dc885559d05,524.23
47e8256128b8451f996f90e19fef736fc88f674d,631.27
5bd64029979188029b354f74a3615c3e3ae51773,495.67
614a6af307a7a6f7c34e7f84970a86b22158c831,431.45
52e63792b8830a6145aa22af560859087b89ec3b,424.21
89a327243b1ccbf4bd9c83966951c9c3b334539a,456.5
b75727e7f8339da2534837df6a3b87cd893a3d64,417.08
6c998fe9d20676974cfbba5238729817364b81ff,419.08
3f3b28575c4adf02995f473f9fc96af185ea0ba3,414.62
5a9807c656339abe3e250fa7a6da78a597db03c2,466.14
fbfbea6fd499c91e414273325f39473a8660d3cb,458.12
8f5c721a8efdf18ad7178a4c7543115f4fdfc4f2,417.65
e39ee7214eb0de339889086bbcc3fb9c27635e88,423.32
f2c02571ccffbc71ed989ca6e81ce0a866aca9e6,459.91
6a48260a4426d3440055e722abdf3904f72dbe71,419.65
6d4020e289006dd2b3882a9535f648cc7733654b,626.65
6959680884f838fa666cef4dcaf6f38c68015a75,457.03
f10048cb12482c95e2bff728bb8b092c6de58185,450.07
c38df26822878ec8aec4e990a7dce9fbe3b31c15,445.29
82918decf898ff34c3fb8f74dcc741d89f2e887a,416.48
0950ced524718e7354726002cce923bfd5768972,466.94
eb844fe5f340bd85246c14507ec44d11a5ad1b3a,459.83
915381e62e7a246910a872eb342807407e71317a,543.6
774ac976cedb112ac8fb15af96fda500a5f027c1,426.34
339c2ad1c2f8bb87c25560267bcdbd010cff4960,415.27
7aaf4058b49b53fab1e8d023936c86a532346dd5,451.99
a181c0c7546bc7c4907131706417c491da1a52cd,551.67
a3686e592fcfaebf248e5ca8da561a4d782628a4,584.61
b0f54de8605b95594f5079f8e93b398af2f52672,554.33
77573ac0beae4de1eecd7e4ee31cb7ac0e517a62,417.65
fc1f02a34be2f3228d7db83a4b426303e4ac55d9,425.77
5a74fe1978357687517961c52b82afca941dce50,623.36
2610ff8773cfa165eefd2ca5a29bcb5542d8c72a,446.17
186f0e871262e3c34f65f1e4e2ae5d56f6c88fa7,441.68
03d53fc3a9770da7b0844e78e47a52e798c04ce8,469.47
f41128cb1056d63399675c16c8286d7210150017,472.02
d2f05e8ae57d1364d32809b7d713e04fa63de853,422.43
b96efbc24ac4066ae3936c2ddafe78ed418871e9,421.18
abae954c927448239a5e6436078f418a979b0aad,473.08
5b4829988c8d90c7c5245a0137eef128c18d8102,475.87
756688c3fedf01c54dea31e8409a94b7a3c04694,500.95
ace6be51908a3fe879847f98f5174cea72a01cdf,418.19
e88db80e80a0b432135c243486ae3edf9d8b16db,475.31
082c3d2ba280f6190e82793d850c788800c0e9ae,579.4
8524fd62bdb022c65d047b3ac586b5c17e34953f,532.28
3fe9446652f81c99b93ef1bf102f1022e5439fc8,486.5
14ce0c624edc795fae639018735ade1be0211e59,434.1
549788486cf78528c47ede31d8526421baf3295a,414.52
9bed94403b260ef0410b3f7f5732d16d7e6d215f,636.87
85fbd5d12e7a1c7fdba81bb79484c7ed02cbe52f,482.49
6c517b7d64cde5d41ae87592cb14dd2fe3168465,447.99
5d65fb52accaa2ca11b591301d82fdf6ffe7d6db,514.43
a9249aa7951ddea050cc01b89a12ee5db95f38f1,471.76
000d12a79ec47849650d1b3253771ceac2386a24,470.22
50af85c0e1364b91cdcb1651a01a022ac37142e9,416.86
c6725f9c8ca6ff205288b39bd9980c9116607361,409.64
d42bc2942d9fa885151569ba45e2baf7ab81943c,423.45
2eff9bef531ee4cfee4b05b324b0fa6dcef4e7af,427.62
914f4ce9bd51ebabb9bb49c20bd9dc0eebced394,482.55
b263fb8d3ef5b2d16b93e6b6e063eb46ef9fd21b,435.93
5b1b4d4a9733a6cdf0110c7914355e64b2fae144,446.76
22b66aad9fce2e642b0daf373bab9329d8433e00,472.39
6d6bb144e6928e23299cb0eb7a74b64ec1db53c4,455.47
1a430bd149b0943e380c2a9ccfa95e0bc741df3d,459.79
03e6acb3a98cc51d6e56058043e291621582d9ab,420.44
015967617bb96a4bc84e4260886c823440005e70,461.68
647ebe14005592face7077d248e95dc47d912b2a,424.38
42d8dd907f98ffa9885c35b3bc70a1f3fba5dd2a,612.74
ebcbc09552a7ba9a6e016861a635873387062ee9,455.45
27e16393da6359424708a050f66c875419a1fb31,423.32
ee802970bc71823875a11b790d98a34c6601e35f,453.25
e57ec4bf52b9347ed3be6dad59ffd8f99d58072a,429.92
e5a719da84b172bade27c1f61389cc74460cc4da,469.96
10208b09bb9aac5776f0092d08807b4a93150d0d,415.82
4fe9b8abaf99cc5485fd9a196235166fbac553b6,437.14
7d12a3dcba309255f5e841bd9ed885f2195466bb,441.07
1d99cb01ecdaad2f21bb9538a57ac91823744125,537.61
dfc8df62be48b4b815e6fd18a3d9823259c35858,418.53
9f9a7c80e345d490250c4849330b45383a86f144,556.58
830a84bcfe5c2926f032e0cf1fe35e5578136c12,502.77
01a08f233725c5ded68d4802becc4d774d532994,621.26
62c9f4cb338279f3e3dc6ac37bdee82ce0505750,444.78
7d778b7515045a7727f184e072593b861a5cdd3b,419.56
8cf0dbe4fcea48903eeb1d91c676ee60c4bcf51b,435.58
9ae4da56a8db81af0caf990ae6fdb45e58601fb4,418.47
0316f67e6e3ba4412fcc20519793e2e80ad234b1,442.71
7445f90d807cb216b27ef662dcda107e59ef9ef4,448.93
7d5816ced6de8b7762dceb869f14673dfa0665e1,452.04
6830fd333d1fad4de7b3e17bb0be381413a4f55d,422.43
5107a030c384be7852cc120d7e509e46680b942f,565.28
8f71bd9e927f9eb966b110496452521a980cc991,520.72
f023a967d599c0b13c9668b23c15d0150edad2dd,526.67
1933703dbe039b2c6ae49bbe3faabf5ca31f4d79,444.24
a18d0f68426b0e4dea7f437a3eab477b1e0be1a0,487.62
dc92aaa76343666c1ec20cc41c875e864e2d6ad4,440.73
67e4d2195af1d4908c534532a337a853f0b3eba5,672.66
1d54cca6dd5469a3d8096674fbfd706fba17d465,432.14
837285635890d35f81a26bc0c0febd72eaf0795f,563.01
c7bdce315a393a36f6564cf267a2fb1784cb67a6,437.06
be725ab1c9a7ebcb64ca2208556f135c601c0795,477.1
a3c5a105c7a5a09abdd71798ff0aa3fb9230bd5d,468.05
79aa7cbe62675b628e65ca0e42ef14e4bcd254e4,441.85
6939ee2ff992ac6b7443a9cff18f25eeafe6b67a,550.74
91063e48f730917c0d9db5e5268073e1fc0ef9c1,556.47
9c918fd6377dddb0271432f900f514e52f81cd5b,554.87
cdc98a05234e974ca0909162e91edd4f9bd6fbeb,412.22
bdc86b3f02e4ea6f4e90f2a9b383caa5455c8ac5,533.99
412fa38ea36b5152ec84b7c7a020032457f3150b,435.24
d5895469abcad00eb7d0f105337d5533e361e974,430.45
2cbf4f5a96fb7d8a65195e1d1814f570a1a00cc6,425.57
5fe14677f2d5ef12633fdfed5ea1c9cee1a6ddac,425.5
cf629245725023868700f1a68cca06d9f7098dfd,418.18
31e023624cb43e5ebb66cbd6339598bd05c3887b,431.97
a8535ee418f45e5a0ab8e267307b78bdcb43ca1a,448.58
d30b679ffca5529a1dc7444a7b3852fa6d3c1401,413.92
b1cf35d19533e7ba0e50791368bb5ab2972bc81e,548.69
6ffad4a5c8cee2ccedcbd5f58dab539058ee1c92,483.74
b75b5d8968fc9fbe0150535f12e2415704e786ab,446.76
fc129f6792f5f0d1b00f717092200f8b79ac08b8,488.22
61591e4809bbfebc15f6520e549334e1fc6e0d13,453.17
f6ab21c4f68401fe4558a3a48bd2771f24fa9642,462.1
c0ed7fb489c2db6ccadf133c91ccdd3983e2a7e8,424.31
c5895aab03f78d4b0c551da300b346e7ede75657,436.14
d27c9db60d09e5a5613768c6fc86e004791982c9,592.92
c363bec718e45cd6bf8cba599cc3990d77f95c22,859.19
50a0e7183e16dff0f02b57b87cab72d20733eb95,444.63
50b5ce6daae798b2a20bdfb1b7ae714193948e62,435.54
580169d1f82af2f7df48bdb202bc29b4de0827c2,442.57
dca3ec92b9e43385e29721fc0d1055477650c917,469.61
6c7f3ec08e0402c3670f56a9b8ce619c39010560,538.46
1513ad16109a8979d1ddc02c5cfd58dfcc683b9b,430.41
5fc3957e5a6c497578d3bb27f5f375f50b2c55f0,488.02
aec2c57d63fe56cfac41950ca4c934cc3759390f,464.74
f2f663aeb034de09a91210779cdbc4c612285ec3,533.04
5f93400386d57b6db8c6a61f200ca9aa6b6c831c,534.62
a62682d38e5fdcde960762f9a939f5a6af89c8e3,420.07
6bfaa9604ff9a85222311c1218fa25770202f6ce,447.11
baf4a7108d45405b3534a38d5429d88941445dac,732.96
b2b3409307137dbb8208e071880baaeab7ec17e0,522.67
78dd4bb66bba39f81056c5c3575ea3f598e85e08,462.33
bd328531283255d75aed0e5d52211ad1eb67246a,450.57
8003642991caa3741b8b8214fa7cca6c1820db86,425.42
8e4ba04b76a718603efb41284d8b1db4600bbceb,409.63
17e826209db27c2e13c1b42364afb66391c3db1e,425.28
fad802fa30b02c02621a21979e3f570baf740f47,499.99
85b310c475c909288c20c88878aebd61e06e642d,429.93
47a9b7e5ce0334e224ba751013cb77accc89dd5c,432.44
1de131f79011c4ed27f5f68fe2ad206d39454982,478.0
a53adad378d7d969968a98adb888aed6ab7fd7ed,492.61
1a242be3387cf3bd1c90a62db737b14079c2823e,439.57
df98e83472e030a418ae07c349445690a3ed0e30,482.76
86e731066e351670ae094b59499e413dbfb404c3,445.62
85635f7bc28c2a6cef26da5a20bf1c80ccc4f9b5,635.24
8a71293765196e4ffdb21725bd389f75444e8170,488.0
48f0087a3b025969acdf9e28c651f04a3ca09692,436.99
aab81fc17850ec76ffb65aa8792a1e69fa99e183,445.9
e1a2fa92a4bf0ea2c2f658da9ef93a64b2343a98,439.69
6c860c84d8a790be80fe0e8c6dd440015db115d4,453.41
724853d5dda1997b6d26922d3a1e33c99fd64535,445.69
faa4a182b09cc7f407f65f909a43cb343da70888,438.98
4decd3fc04eefeca56eb4dd2f7b88e755b3d7bdc,414.43
7554a17cb5fe0ee2acae424d6194396cb033cbca,458.38
741207dbac179e78eca28c705ef42e71f97b9a8a,492.42
b3745024b7fa89bbf4e246f75fcb23e1f42c16fb,673.07
8684787d41f09ef1edbc107fb842d639885683d0,420.67
a676b8e3dd80f852ba847370fe26c1fd7cb6ba62,549.41
a885c6414c26d4d629e03aed0474afc2f7c65290,483.31
f49f22bbb86d432834998272529a13f15c6730dc,495.49
d544326f8af83fa4069d6d56482b05b23a30fd1d,495.5
04da8607bc8818c7326abd5c0db036d35caf9b2b,415.67
135edbe9a301953a3bd1014bd2e4dc84c591356f,408.62
49dd19ce61d644f1d822e223f692fd26203d288a,501.37
e6375694613198f8db0720d7a8a04d8263116116,762.45
061ff1e6d897f2f8dc6cfabe7353a534b9394b9d,470.09
4723ae34d56d7f758594c7c0c60bbfe2bbcd46d0,420.32
535636c1160aa647a3d7e68572558f530b844417,497.59
50e427449649dcf6ebe936aa3025313caf572fba,668.9
90dfb713cc19fb1ca6bc6e088986965037e1933a,462.08
4b2b45e63a9d63a5f26ce7d20bbe3fbaed537633,579.56
9463701727df93d2f445459b071768a54f6ad9ad,422.83
a90bce36511499b7fa139474cefee24febb8c257,417.72
8298e89f71c60462bb6195411609712279447164,481.41
515ac06f939efc95ad2d977642d02dfbd4f3d7b8,582.77
48197c6d454dc6baa5cd06dd2ad76595b250805e,440.77
e29ee102b715ad1ebfacf8283252e05b1ebb9b77,425.85
a35a0f18027b28b8bb8c084b6b90feaad9199790,421.82
b7109998b806bd3870c7c31ae1629d38a87f0ed6,595.34
2906a09bb43da5e4eda2de256e3a34e066ca095e,560.53
fd79f04bf92c6270f1035be4c92959aa08fef4f3,452.73
ab73810bdc3e819c4bcea28103c55ac80ea30c03,443.63
a4836905c06f98462930a1697c72d4be5e87ae8b,680.17
cb448066ba19c1f7cbc22d4311fee7ae702424a7,486.85
9de009d0670ccb1c6a21327cf63a068faed2c0b9,420.15
bc418bac28a39cf5cd1fcfcdb8d602bafe8afa59,425.32
da7885599ac3e75dc61291a5b5cbfd3052e031b3,443.66
05805ad5d00b5629bd5ef803a4131ebe106108fb,509.31
542e93cb0b06bdfcded806a4d6685105ff152cbb,439.28
11c8a63f14d5f0186240eac53bc379837a3f779b,462.34
b03903c9474730a56a341ae98dcf0b542b5554fa,442.63
063dd8048c113c011a149c9d954fa3536fa72a28,436.06
80ebcab6d61c93a33737d445d07dca3e0c9dd17d,427.19
52b854afb52256da49125f35c7592f9c44e39e04,427.35
a13f88a8dd456a4d70d23616d00c436fd8496d5a,513.22
6652bbcd35ffb469ade112ab6699180f1f75c3b1,482.21
1ebcab2ab74926bbad5abdbdb6704fe436735539,487.77
4a2c33c7b834f6d028a554d0e117441e036c3e08,432.19
ff66c579488371b92cf83705b37228455ecd7d77,489.31
a361501d95aa685fac08b24c84d967dc7f1b19f3,419.48
4454433a9e3b8271e0f3e2c10cb45366bbe8e24f,454.69
9c7a6ed4833a637c7a2a3b2189f12974bbcc320c,412.39
2f7ef63e51d6063d9df50b4ee8e69397996571bf,444.13
75325ae04f42fc9c6840bbe1c1fe8277641b90d5,641.34
1a3f885c6bc5f04e7b1368dedc9af938f08eff61,518.92
c825a533c22276cc002a5307773b6a7d65b0b299,439.8
6f3c39ad7d70a21397b82f781d22b15c0eb19756,452.18
bba2abb7a33f501d3b8326d9a69737bd02ab327c,424.14
a21aeeee268e65e87da6a9c7374da2e00c1c9e75,483.65
48d5c5f24f19bd1d66c0b3d65dc2793d7bbadac9,456.82
0183cc20201ec4f5d02a06b45d4b8039c345a226,557.8
2fcce2b000bb95dbad100d6df09434ddbf309aa5,419.47
34157a39027b58311f318743e4e81254e29f9cce,436.5
6d41a385fc1d420b929a7cd7c19be02266c97842,552.54
043e17dd613f36021a033a8482acdd46c88b4d07,443.6
850780e64534861d103ca528d9f83d2efd6e5340,612.65
a6f4db664624af37f3d8b6a1d5014df41ddc8e51,421.52
